Usman Khawaja,21.17,127
Kane Williamson,20.67,101.64
Eoin Morgan,24.6,117.14
Sachin Baby,29.75,150.63
Shakib Al Hasan,22.8,107.55
Gurkeerat Singh Mann,22.6,131.4
Axar Patel,15.86,144.16
Nitish Rana,34.67,138.67
Dwayne Bravo,12.38,120.73
Harbhajan Singh,30.67,109.52
Sam Billings,22,137.5
George Bailey,21,85.71
Carlos Brathwaite,13.83,218.42
James Faulkner,25.67,130.51
Kevin Pietersen,36.5,119.67
Sarfaraz Khan,33,212.9
Ben Cutting,32.5,191.18
Stuart Binny,15.75,161.54
Pawan Negi,28.5,96.61
Martin Guptill,19,103.64
Travis Head,27,135
Bipul Sharma,25.5,204
Ashish Reddy,23.5,162.07
Hardik Pandya,6.29,69.84
Bhuvneshwar Kumar,7.17,159.26
Kedar Jadhav,-,131.25
Ishan Kishan,8.4,102.44
Ravichandran Ashwin,20.5,107.89
Iqbal Abdulla,-,137.04
Karn Sharma,-,120
Rajat Bhatia,34,170
Mitchell McClenaghan,11.33,147.83
Mohit Sharma,8,123.08
Tim Southee,10,157.89
Shreyas Iyer,5,69.77
Colin Munro,10,100
Piyush Chawla,9,103.85
Dhawal Kulkarni,13.5,168.75
Mayank Agarwal,9,108
Chris Lynn,25,113.64
Eklavya Dwivedi,12,171.43
Rajagopal Sathish,8,100
Praveen Kumar,6,92.31
Nikhil Naik,11.5,74.19
Jason Holder,5.5,115.79
Akshdeep Nath,6.67,74.07
Pardeep Sahu,19,146.15
Albie Morkel,16,177.78
Farhaan Behardien,7,107.69
Rishi Dhawan,-,233.33
Vinay Kumar,13,108.33
